#seq1	seq2	N_differences	%_differences
IGHV5-A	IGHV5-51	8	8
IGHV5-A	IGHV3-69-1	62	63
IGHV5-A	IGHV3/OR16-10	61	62
IGHV5-A	IGHV3/OR16-13	44	44
IGHV5-A	IGHV3/OR16-12	48	48
IGHV5-A	IGHV3-35	48	48
IGHV5-A	IGHV3-33	43	43
IGHV5-A	IGHV3-30	43	43
IGHV5-A	IGHV2-26	76	76
IGHV5-A	IGHV3-38	66	67
IGHV5-A	IGHV5-10-1	0	0
IGHV5-A	IGHV3-64D	45	45
IGHV5-A	IGHV1-68	45	45
IGHV5-A	IGHV1-69	33	33
IGHV5-A	IGHV3-38-3	64	65
IGHV5-A	IGHV1/OR15-1	35	35
IGHV5-A	IGHV1/OR15-5	36	36
IGHV5-A	IGHV1/OR15-9	36	36
IGHV5-A	IGHV2-10	79	79
IGHV5-A	IGHV4-61	71	71
IGHV5-A	IGHV2/OR16-5	81	81
IGHV5-A	IGHV3-43D	45	45
IGHV5-A	IGHV4-30-2	71	71
IGHV7-34-1	IGHV1-58	62	63
IGHV7-34-1	IGHV5-51	67	68
IGHV7-34-1	IGHV3-69-1	68	70
IGHV7-34-1	IGHV3/OR16-10	68	70
IGHV7-34-1	IGHV3/OR16-13	74	75
IGHV7-34-1	IGHV3/OR16-12	74	75
IGHV7-34-1	IGHV3-35	72	73
IGHV7-34-1	IGHV3-33	73	74
IGHV7-34-1	IGHV3-30	74	75
IGHV7-34-1	IGHV2-26	72	72
IGHV7-34-1	IGHV3-38	75	77
IGHV7-34-1	IGHV5-10-1	67	68
IGHV7-34-1	IGHV3-64D	74	75
IGHV7-34-1	IGHV1-68	65	66
IGHV7-34-1	IGHV1-69	65	66
IGHV7-34-1	IGHV3-38-3	73	76
IGHV7-34-1	IGHV1/OR15-1	59	60
IGHV7-34-1	IGHV1/OR15-5	66	70
IGHV7-34-1	IGHV1/OR15-9	64	65
IGHV7-34-1	IGHV2-10	77	78
IGHV7-34-1	IGHV4-61	67	67
IGHV7-34-1	IGHV2/OR16-5	73	73
IGHV7-34-1	IGHV3-43D	73	73
IGHV7-34-1	IGHV4-30-2	69	69
IGHV1-58	IGHV5-51	42	42
IGHV1-58	IGHV3-69-1	66	67
IGHV1-58	IGHV3/OR16-10	64	65
IGHV1-58	IGHV3/OR16-13	53	54
IGHV1-58	IGHV3/OR16-12	52	53
IGHV1-58	IGHV3-35	52	53
IGHV1-58	IGHV3-33	46	46
IGHV1-58	IGHV3-30	45	45
IGHV1-58	IGHV2-26	81	81
IGHV1-58	IGHV3-38	68	69
IGHV1-58	IGHV5-10-1	43	43
IGHV1-58	IGHV3-64D	47	47
IGHV1-58	IGHV1-68	30	30
IGHV1-58	IGHV1-69	22	22
IGHV1-58	IGHV3-38-3	66	67
IGHV1-58	IGHV1/OR15-1	26	26
IGHV1-58	IGHV1/OR15-5	26	26
IGHV1-58	IGHV1/OR15-9	31	31
IGHV1-58	IGHV2-10	82	82
IGHV1-58	IGHV4-61	71	71
IGHV1-58	IGHV2/OR16-5	80	80
IGHV1-58	IGHV3-43D	48	48
IGHV1-58	IGHV4-30-2	73	73
IGHV5-51	IGHV3-69-1	64	65
IGHV5-51	IGHV3/OR16-10	61	62
IGHV5-51	IGHV3/OR16-13	45	45
IGHV5-51	IGHV3/OR16-12	50	51
IGHV5-51	IGHV3-35	49	50
IGHV5-51	IGHV3-33	44	44
IGHV5-51	IGHV3-30	44	44
IGHV5-51	IGHV2-26	77	77
IGHV5-51	IGHV3-38	68	69
IGHV5-51	IGHV5-10-1	8	8
IGHV5-51	IGHV3-64D	46	46
IGHV5-51	IGHV1-68	45	45
IGHV5-51	IGHV1-69	34	34
IGHV5-51	IGHV3-38-3	66	67
IGHV5-51	IGHV1/OR15-1	36	36
IGHV5-51	IGHV1/OR15-5	36	36
IGHV5-51	IGHV1/OR15-9	38	38
IGHV5-51	IGHV2-10	79	79
IGHV5-51	IGHV4-61	72	72
IGHV5-51	IGHV2/OR16-5	82	82
IGHV5-51	IGHV3-43D	46	46
IGHV5-51	IGHV4-30-2	72	72
IGHV3-69-1	IGHV3/OR16-10	14	14
IGHV3-69-1	IGHV3/OR16-13	16	16
IGHV3-69-1	IGHV3/OR16-12	56	57
IGHV3-69-1	IGHV3-35	50	51
IGHV3-69-1	IGHV3-33	53	54
IGHV3-69-1	IGHV3-30	52	53
IGHV3-69-1	IGHV2-26	66	66
IGHV3-69-1	IGHV3-38	47	48
IGHV3-69-1	IGHV5-10-1	62	63
IGHV3-69-1	IGHV3-64D	16	16
IGHV3-69-1	IGHV1-68	71	72
IGHV3-69-1	IGHV1-69	63	64
IGHV3-69-1	IGHV3-38-3	48	49
IGHV3-69-1	IGHV1/OR15-1	63	64
IGHV3-69-1	IGHV1/OR15-5	61	62
IGHV3-69-1	IGHV1/OR15-9	67	68
IGHV3-69-1	IGHV2-10	61	62
IGHV3-69-1	IGHV4-61	57	57
IGHV3-69-1	IGHV2/OR16-5	67	67
IGHV3-69-1	IGHV3-43D	15	15
IGHV3-69-1	IGHV4-30-2	56	56
IGHV3/OR16-10	IGHV3/OR16-13	15	15
IGHV3/OR16-10	IGHV3/OR16-12	60	61
IGHV3/OR16-10	IGHV3-35	53	54
IGHV3/OR16-10	IGHV3-33	17	17
IGHV3/OR16-10	IGHV3-30	16	16
IGHV3/OR16-10	IGHV2-26	67	67
IGHV3/OR16-10	IGHV3-38	51	52
IGHV3/OR16-10	IGHV5-10-1	61	62
IGHV3/OR16-10	IGHV3-64D	14	14
IGHV3/OR16-10	IGHV1-68	70	71
IGHV3/OR16-10	IGHV1-69	60	61
IGHV3/OR16-10	IGHV3-38-3	52	53
IGHV3/OR16-10	IGHV1/OR15-1	65	66
IGHV3/OR16-10	IGHV1/OR15-5	61	62
IGHV3/OR16-10	IGHV1/OR15-9	66	67
IGHV3/OR16-10	IGHV2-10	63	64
IGHV3/OR16-10	IGHV4-61	56	56
IGHV3/OR16-10	IGHV2/OR16-5	67	67
IGHV3/OR16-10	IGHV3-43D	15	15
IGHV3/OR16-10	IGHV4-30-2	55	55
IGHV3/OR16-13	IGHV3/OR16-12	25	25
IGHV3/OR16-13	IGHV3-35	21	21
IGHV3/OR16-13	IGHV3-33	17	17
IGHV3/OR16-13	IGHV3-30	17	17
IGHV3/OR16-13	IGHV2-26	80	80
IGHV3/OR16-13	IGHV3-38	53	54
IGHV3/OR16-13	IGHV5-10-1	44	44
IGHV3/OR16-13	IGHV3-64D	16	16
IGHV3/OR16-13	IGHV1-68	55	56
IGHV3/OR16-13	IGHV1-69	49	50
IGHV3/OR16-13	IGHV3-38-3	52	53
IGHV3/OR16-13	IGHV1/OR15-1	49	50
IGHV3/OR16-13	IGHV1/OR15-5	45	45
IGHV3/OR16-13	IGHV1/OR15-9	49	50
IGHV3/OR16-13	IGHV2-10	78	79
IGHV3/OR16-13	IGHV4-61	73	73
IGHV3/OR16-13	IGHV2/OR16-5	83	83
IGHV3/OR16-13	IGHV3-43D	19	19
IGHV3/OR16-13	IGHV4-30-2	73	73
IGHV3/OR16-12	IGHV3-35	25	25
IGHV3/OR16-12	IGHV3-33	26	26
IGHV3/OR16-12	IGHV3-30	25	25
IGHV3/OR16-12	IGHV2-26	76	76
IGHV3/OR16-12	IGHV3-38	55	56
IGHV3/OR16-12	IGHV5-10-1	48	48
IGHV3/OR16-12	IGHV3-64D	23	23
IGHV3/OR16-12	IGHV1-68	54	55
IGHV3/OR16-12	IGHV1-69	48	48
IGHV3/OR16-12	IGHV3-38-3	56	57
IGHV3/OR16-12	IGHV1/OR15-1	52	53
IGHV3/OR16-12	IGHV1/OR15-5	46	46
IGHV3/OR16-12	IGHV1/OR15-9	53	54
IGHV3/OR16-12	IGHV2-10	78	78
IGHV3/OR16-12	IGHV4-61	70	70
IGHV3/OR16-12	IGHV2/OR16-5	81	81
IGHV3/OR16-12	IGHV3-43D	25	25
IGHV3/OR16-12	IGHV4-30-2	71	71
IGHV3-35	IGHV3-33	21	21
IGHV3-35	IGHV3-30	20	20
IGHV3-35	IGHV2-26	78	78
IGHV3-35	IGHV3-38	54	55
IGHV3-35	IGHV5-10-1	48	48
IGHV3-35	IGHV3-64D	18	18
IGHV3-35	IGHV1-68	55	56
IGHV3-35	IGHV1-69	49	50
IGHV3-35	IGHV3-38-3	53	54
IGHV3-35	IGHV1/OR15-1	52	53
IGHV3-35	IGHV1/OR15-5	44	44
IGHV3-35	IGHV1/OR15-9	49	50
IGHV3-35	IGHV2-10	75	76
IGHV3-35	IGHV4-61	71	71
IGHV3-35	IGHV2/OR16-5	81	81
IGHV3-35	IGHV3-43D	21	21
IGHV3-35	IGHV4-30-2	72	72
IGHV3-33	IGHV3-30	2	2
IGHV3-33	IGHV2-26	75	75
IGHV3-33	IGHV3-38	54	54
IGHV3-33	IGHV5-10-1	43	43
IGHV3-33	IGHV3-64D	17	17
IGHV3-33	IGHV1-68	49	50
IGHV3-33	IGHV1-69	42	42
IGHV3-33	IGHV3-38-3	54	55
IGHV3-33	IGHV1/OR15-1	46	46
IGHV3-33	IGHV1/OR15-5	44	44
IGHV3-33	IGHV1/OR15-9	46	46
IGHV3-33	IGHV2-10	73	73
IGHV3-33	IGHV4-61	73	73
IGHV3-33	IGHV2/OR16-5	79	79
IGHV3-33	IGHV3-43D	16	16
IGHV3-33	IGHV4-30-2	68	68
IGHV3-30	IGHV2-26	75	75
IGHV3-30	IGHV3-38	53	53
IGHV3-30	IGHV5-10-1	43	43
IGHV3-30	IGHV3-64D	15	15
IGHV3-30	IGHV1-68	49	50
IGHV3-30	IGHV1-69	41	41
IGHV3-30	IGHV3-38-3	53	54
IGHV3-30	IGHV1/OR15-1	46	46
IGHV3-30	IGHV1/OR15-5	44	44
IGHV3-30	IGHV1/OR15-9	46	46
IGHV3-30	IGHV2-10	73	73
IGHV3-30	IGHV4-61	73	73
IGHV3-30	IGHV2/OR16-5	80	80
IGHV3-30	IGHV3-43D	14	14
IGHV3-30	IGHV4-30-2	68	68
IGHV2-26	IGHV3-38	75	75
IGHV2-26	IGHV5-10-1	76	76
IGHV2-26	IGHV3-64D	78	78
IGHV2-26	IGHV1-68	82	82
IGHV2-26	IGHV1-69	79	79
IGHV2-26	IGHV3-38-3	76	76
IGHV2-26	IGHV1/OR15-1	79	79
IGHV2-26	IGHV1/OR15-5	69	69
IGHV2-26	IGHV1/OR15-9	80	80
IGHV2-26	IGHV2-10	57	57
IGHV2-26	IGHV4-61	40	40
IGHV2-26	IGHV2/OR16-5	11	11
IGHV2-26	IGHV3-43D	78	78
IGHV2-26	IGHV4-30-2	45	45
IGHV3-38	IGHV5-10-1	66	67
IGHV3-38	IGHV3-64D	53	54
IGHV3-38	IGHV1-68	70	70
IGHV3-38	IGHV1-69	66	67
IGHV3-38	IGHV3-38-3	10	10
IGHV3-38	IGHV1/OR15-1	72	73
IGHV3-38	IGHV1/OR15-5	59	60
IGHV3-38	IGHV1/OR15-9	68	68
IGHV3-38	IGHV2-10	70	71
IGHV3-38	IGHV4-61	77	77
IGHV3-38	IGHV2/OR16-5	79	79
IGHV3-38	IGHV3-43D	55	55
IGHV3-38	IGHV4-30-2	76	76
IGHV5-10-1	IGHV3-64D	45	45
IGHV5-10-1	IGHV1-68	45	45
IGHV5-10-1	IGHV1-69	33	33
IGHV5-10-1	IGHV3-38-3	64	65
IGHV5-10-1	IGHV1/OR15-1	35	35
IGHV5-10-1	IGHV1/OR15-5	36	36
IGHV5-10-1	IGHV1/OR15-9	36	36
IGHV5-10-1	IGHV2-10	79	79
IGHV5-10-1	IGHV4-61	71	71
IGHV5-10-1	IGHV2/OR16-5	81	81
IGHV5-10-1	IGHV3-43D	45	45
IGHV5-10-1	IGHV4-30-2	71	71
IGHV3-64D	IGHV1-68	51	52
IGHV3-64D	IGHV1-69	44	44
IGHV3-64D	IGHV3-38-3	50	51
IGHV3-64D	IGHV1/OR15-1	47	47
IGHV3-64D	IGHV1/OR15-5	41	41
IGHV3-64D	IGHV1/OR15-9	45	45
IGHV3-64D	IGHV2-10	77	77
IGHV3-64D	IGHV4-61	69	69
IGHV3-64D	IGHV2/OR16-5	81	81
IGHV3-64D	IGHV3-43D	13	13
IGHV3-64D	IGHV4-30-2	68	68
IGHV1-68	IGHV1-69	29	29
IGHV1-68	IGHV3-38-3	70	71
IGHV1-68	IGHV1/OR15-1	28	28
IGHV1-68	IGHV1/OR15-5	29	29
IGHV1-68	IGHV1/OR15-9	31	31
IGHV1-68	IGHV2-10	83	83
IGHV1-68	IGHV4-61	73	73
IGHV1-68	IGHV2/OR16-5	82	82
IGHV1-68	IGHV3-43D	52	52
IGHV1-68	IGHV4-30-2	75	75
IGHV1-69	IGHV3-38-3	64	65
IGHV1-69	IGHV1/OR15-1	22	22
IGHV1-69	IGHV1/OR15-5	24	24
IGHV1-69	IGHV1/OR15-9	26	26
IGHV1-69	IGHV2-10	82	82
IGHV1-69	IGHV4-61	70	70
IGHV1-69	IGHV2/OR16-5	79	79
IGHV1-69	IGHV3-43D	46	46
IGHV1-69	IGHV4-30-2	71	71
IGHV3-38-3	IGHV1/OR15-1	70	71
IGHV3-38-3	IGHV1/OR15-5	59	61
IGHV3-38-3	IGHV1/OR15-9	68	69
IGHV3-38-3	IGHV2-10	72	73
IGHV3-38-3	IGHV4-61	70	70
IGHV3-38-3	IGHV2/OR16-5	79	79
IGHV3-38-3	IGHV3-43D	52	52
IGHV3-38-3	IGHV4-30-2	69	69
IGHV1/OR15-1	IGHV1/OR15-5	22	22
IGHV1/OR15-1	IGHV1/OR15-9	24	24
IGHV1/OR15-1	IGHV2-10	82	83
IGHV1/OR15-1	IGHV4-61	71	71
IGHV1/OR15-1	IGHV2/OR16-5	79	79
IGHV1/OR15-1	IGHV3-43D	46	46
IGHV1/OR15-1	IGHV4-30-2	72	72
IGHV1/OR15-5	IGHV1/OR15-9	6	6
IGHV1/OR15-5	IGHV2-10	71	72
IGHV1/OR15-5	IGHV4-61	64	64
IGHV1/OR15-5	IGHV2/OR16-5	70	70
IGHV1/OR15-5	IGHV3-43D	43	43
IGHV1/OR15-5	IGHV4-30-2	65	65
IGHV1/OR15-9	IGHV2-10	82	82
IGHV1/OR15-9	IGHV4-61	74	74
IGHV1/OR15-9	IGHV2/OR16-5	80	80
IGHV1/OR15-9	IGHV3-43D	46	46
IGHV1/OR15-9	IGHV4-30-2	75	75
IGHV2-10	IGHV4-61	67	67
IGHV2-10	IGHV2/OR16-5	55	55
IGHV2-10	IGHV3-43D	77	77
IGHV2-10	IGHV4-30-2	68	68
IGHV4-61	IGHV2/OR16-5	44	44
IGHV4-61	IGHV3-43D	70	70
IGHV4-61	IGHV4-30-2	10	10
IGHV2/OR16-5	IGHV3-43D	81	80
IGHV2/OR16-5	IGHV4-30-2	48	48
IGHV3-43D	IGHV4-30-2	69	69
